book_name;book_author
MAIS LENGALENGAS;LUÍSA DUCLA SOARES
MALALA, A MENINA QUE QUERIA IR PARA A ESCOLA;ADRIANA CARRANCA
MALAQUIAS FAZ UM NOVO AMIGO;MÁRIO CORDEIRO
MALAQUIAS VENCE O MEDO ;MÁRIO CORDEIRO
MALDITA MATEMÁTICA;ÁLVARO MAGALHÃES
MAMÃ, DE QUE COR SÃO OS BEIJOS?;ELISENDA QUERALT
MANEL, O AMIGO FIEL;TÂNIA BAILÃO LOPES
MANGA;MANGAKA
MÃOS À OBRA - CADA CASA A SEU DONO;DIDIER CORNILLE
MÃOS, MÃOS, MÃOS;FRANCISCA MAIA
MARAVILHOSOS CONTOS DE ANDERSEN;HANS CHRISTIAN ANDERSEN
MARIA BOTELHA, A GARRAFA AVENTUREIRA;PEDRO SEROMENHO
MARIA E O MUNDO;SARA FERREIRA
MARIA LUA - A ESCOLA VAI COMEÇAR!;HARRIET MUNCASTER
MARIA LUA - A FESTA DO PIJAMA ;HARRIET MUNCASTER
MARIA LUA - É TÃO BOM ACAMPAR!;HARRIET MUNCASTER
MARIA LUA - HÁ MAGIA NO PARQUE;HARRIET MUNCASTER
MARIA LUA- UMA BAILARINA ESPECIAL;HARRIET MUNCASTER
MARIA TEIAS;CLÁUDIA MARIZ
MARIANA - A MENINA QUE SONHA ACORDADA;LÚCIA MORGADO
MARIANA, A MENINA QUE SONHAVA ACORDADA;LÚCIA MORGADO
MARINA E OS MARES DE PLÁSTICO;CARLOS ALBERTO SILVA
MARLEY! - O CÃO TRAQUINAS ;JOHN GROGAM
MARTIM NAUTA - A LOUCA CORRIDA ESPACIAL ;TIM COLLINS
MARTINE NA QUINTA;GILBERT DELAHAYE
MARTINE VIAJA DE COMBOIO;GILBERT DELAHAYE
MARUXA;EVA MEJUTO
MAS PORQUÊ ;MAC BARNETT
MASAI - OS GUERREIROS DA CHUVA;DIDIER LÉVY E SYLVAIN BOURRIÈRES
MASHA E O URSO;ANIMACCORD - NUVEM DE LETRAS
MASHA E O URSO: VIVA O VERÃO!;ANIMACCORD
MATARAM O REI!;ANA MARIA MAGALHÃES E ISABEL ALÇADA
MATIAS MONDRAGÃO E O VESTIDO TANGERINA;CHRISTINE BALDACCHINO
MATILDA;ROALD DAHL
MATILDE - TEM MUITOS AMIGOS!;MARY KATHERINE MARTINS E SILVA
MATILDE - TEM MUITOS AMIGOS! ;MARY KATHERINE MARTINS E SILVA
MATILDE - VAI-TE EMBORA, Ó MEDO!;MARY KATHERINE MARTINS E SILVA
MATILDE - VEM AÍ UM MANO!;MARY KATHERINE MARTINS E SILVA
MATILDE E O RETRATO AMALDIÇOADO;PATRÍCIA FURTADO
MEDO DO QUÊ?;RODRIGO ABRIL DE ABREU
MEDOS DE MÃE;BEATRICE MASINI
MEG AND MOG;HELEN NICOLE
MEGA LIVRO DO MUNDO E DO ESPAÇO;VÁRIOS
MEGA LIVRO DOS ANIMAIS;VÁRIOS
MELINDA E A MAGIA DA ESPERANÇA;ALICE CARDOSO
MEMÓRIAS DE UM LOBO MAU;JOSÉ FANHA
MENINOS DE TODAS AS CORES;LUÍSA DUCLA SOARES
MENINOS PEQUENOS, GRANDES SONHOS - MAHATMA GANDHI;MARIA VEGARA
MENSAGEM;FERNANDO PESSOA
MENTES INQUIETAS;GWENDA BOND
MEU MONSTRO SUPERFEDIDO!;VÁRIOS
MEUS (TERRÍVEIS) FANTASMAS;LUÍS TOMÁS MELGAR
MICKEY E OS FEIJÕES MÁGICOS;WALT DISNEY
MICKEY FÉRIAS ;WALT DISNEY
MILAGRE DE NATAL;ANTÓNIO TORRADO
MIMI E ROGÉRIO - PARABÉNS MIMI!;VALERIE THOMAS
MIMI E ROGÉRIO - QUE GRANDE ABÓBORA!;VALERIE THOMAS
MIMI E ROGÉRIO AJUDAM O PAI NATAL;VALERIE THOMAS
MIMI E ROGÉRIO E A BRUXA MIMI;VALERIE THOMAS
MIMI E ROGERIO E A CASA ASSOMBRADA;VALERIE THOMAS
MIMI E ROGÉRIO E A VARINHA MÁGICA;VALERIE THOMAS
MIMI E ROGÉRIO E O CAVALEIRO MALVADO;VALERIE THOMAS
MIMI E ROGÉRIO E O TAPETE VOADOR;VALERIE THOMAS
MIMI E ROGÉRIO VÃO À PRAIA;VALERIE THOMAS
MIMINHOS MIMINHOS;MÉLANIE FLORIAN
MINECRAFT - A ILHA;MAX BROOKS
MINECRAFT - A VIAGEM ATÉ AO FIM!;SFE R. MONSTER
MINECRAFT - DENTRO DO JOGO!;NICK ELIOPULOS
MINECRAFT - GUIA DE MINIJOGOS;CRAIG JELLEY
MINECRAFT - LIVRO DE PIADAS ;DON MORGAN
MINECRAFT - MERGULHO NO ESCURO!;NICK ELIOPULOS 
MINECRAFT - MOBESTIÁRIO;VÁRIOS
MINECRAFT - O MONUMENTO DO OCEANO;SFE R. MONSTER
MINECRAFT - O MUNDO PERDIDO;MUR LAFFERTY
MINECRAFT EM BUSCA DA ESPADA DE DIAMANTE;WINTER MORGAN
MINI CONTOS CLÁSSICOS 1;MARGARIDA BRAGA
MINI-KITTY, A GATICÓRNIA;SHANNON HALE
MIRACULOUS LADYBUG - O GRANDE LIVRO DA LADYBUG;VÁRIOS
MIRACULOUS WORLD, AS AVENTURAS DE LADYBUG - NOVA IORQUE - HERÓIS UNIDOS;VÁRIOS
MISÉRIA;SUZANNE HELLER
MISSÃO IMPOSSIVEL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
MISSÃO IMPOSSÍVEL;ANA MARIA MAGALHÃES E ISABEL ALÇADA
MISSÃO IMPOSSÍVEL ;ANA MARIA MAGALHÃES E ISABEL ALÇADA
MISTER CORVO;LUÍSA MORANDEIRA
MISTÉRIOS;MATILDE ROSA ARAÚJO
MISTÉRIOS E MARAVILHAS DA NATUREZA;ELIZABETH DALBY
MISTÉRIOS E MARAVILHAS DA NATUREZA;ELIZABETH DALLY
MIÚDOS CONTRA O PLÁSTICO;MARTIN DOREY
MOBY DICK;HERMAN MELVILLE
MODA DIVERTIDA;ROSIE BANKS
MOMOKO;COBY HOL
MOMOKO ;COBY HOL
MÔNICA- O SEGREDO DAS BONECAS RUSSAS;MAURÍCIO DE SOUSA
MONSTER HIGH - AMIGAS MONSTRUOSAS PARA SEMPRE ;GITTY DANESHVARI
MONSTRO AZUL;OLGA DE DIOS
MONSTRO ROSA;OLGA DE DIOS
MONSTROS E COMPANHIA;WALT DISNEY
MORTINA E O NAMORADO FANTASMA;BARBARA CANTINI
MORTINA E O NAMORADO FANTASMA ;BARBARA CANTINI
MORTINA O O NAMORADO FANTASMA;BARBARA CANTINI
MORTINA UMA HISTÓRIA DE MORRER A RIR;BÁRBARA CANTINI
MORTINHOS POR CHEGAR A CASA (LIVRO 3 CRÓNICAS VAMPIRO VALENTIM) ;ÁLVARO MAGALHÃES
MU DANÇAS A VACA DANÇARINA ;RUI BEATO
MUERTE EM TRÂNSITO;RENÉ STERNE
MUITO CANSADO E BEM ACORDADO;SUSANNE STRAßER
MUITO QUENTE PARA ABRAÇAR!;STEVE SMALLMAN
MULAN;WALT DISNEY
MULAN- A HISTÓRIA DE MUSHU;WALT DISNEY
MY HERO ACADEMIA - VOL. 1;KOHEI HORIKOSHI
MY HERO ACADEMIA - VOL. 4;KOHEI HORIKOSHI
NA BARRIGA DA MINHA MÃE;JO WITEK
NA COZINHA DA NOITE;MAURICE SENDAK
NA MINHA RUA - A RUA DO POETA VOADOR;JOSÉ FANHA
NA MINHA RUA - AVÓ DE CORAÇÃO;CRISTINA TAQUELIM
NA NOITE EM QUE TU NASCESTE;NANCY TILLMAN
NA NOITE ESCURA;BRUNO MUNARI
NA QUINTA;VÁRIOS
NA ROTA DE VASCO DA GAMA - UMA AVENTURA EM PORTUGAL;GERONIMO STILTON
NÃO ABRAS ESTE LIVRO;ANDY LEE
NÃO ABRAS ESTE LIVRO ;ANDY LEE
NÃO ABRAS ESTE LIVRO OUTRA VEZ;ANDY LEE
NÃO ABRAS ESTE LIVRO!;ANDY LEE
NÃO ACORDES O URSO, POR FAVOR!;STEVE SMALLMAN
NÃO DEIXES O POMBO FICAR ACORDADO ATÉ TARDE!;MO WILLEMS
NÃO FIZ OS TRABALHOS DE CASA PORQUE...;DAVIDE CALI
NÃO HÁ BORRACHA QUE APAGUE O SONHO;LUÍSA DUCLA SOARES
NÃO HÁ DRAGÕES NESTA HISTÓRIA;LOU CARTER
NÃO QUERO ... VESTIR ESSA ROUPA;ANA OOM
NÃO QUERO COMER A SOPA;ANA OOM
NÃO QUERO DORMIR SOZINHA!;CLÁUDIA FRANCISCO MOCHO
NÃO TE AFASTES;DAVID MACHADO
NÃO TE ESQUEÇAS DE MIM, PAI NATAL!;NORBERT LANDA
NÃO TENHAS MEDO;MARTA COELHO
NÃO TENHO MEDO DO ESCURO;HELENA HARAŠTOVÁ
NÃO TENS NADA PARA FAZER?;ROCIO BONILLA
NÃO!;TRACEY CORDEROY
NARUTO- TUDO POR UM SONHO;MASASHI KISHIMOTO
NARUTO- UM NOVO FUTURO;MASASHI KISHIMOTO
NARUTO- UZUMAKI NARUTO!;MASASHI KISHIMOTO
NAS SETE QUINTAS  ;REGINA GUIMARÃES
NATAL DE ENCANTAR;MARTA CANCELA
NATAL NAS ASAS DO ARCO-ÍRIS ;ALICE CARDOSO
NAUFRÁGIO NA ILHA DOS PIRATAS;GERONIMO STILTON
NEMO;ANDREW STANTON
NEYMAR;LUCA CAIOLI
NINA;BENJI DAVIES
NINGUÉM DÁ PRENDAS AO PAI NATAL;ANA SALDANHA
NINGUÉM E O PÁSSARO AZUL;FERNANDO CARDOSO
NINGUÉM GOSTA DE MIM!;ROSIE RUSHTON
NINJAGO- ZANE;GREG FARSHTEY
NO ALTO DA MONTANHA;PASCALE VÉDÈRE D'AURIA
NO CORAÇÃO DO TREVO;MARIA ALBERTA MENÉRES
NO REINO DA FANTASIA;FERNANDO BRANCO MARADO
NO REINO DA FANTASIA;GERONIMO STILTON
NOA;SUSANA CARDOSO FERREIRA
NODDY EM MUDANÇAS;ENID BLYTON
NUMA NOITE MUITO ESCURA;SIMON PRESCOTT
NUNGU E O ELEFANTE;BABETTE COLE
O  MARAVILHOSO MUNDO;KATE PETTY
O ABRAÇO PERFEITO;JOANNA WALSH
O ALFABETO DOS BICHOS;JOSÉ JORGE LETRIA
O ALFABETO DOS PAÍSES;JOSÉ JORGE LETRIA
O ALFABETO NOJENTO;DAVID MACHADO
O ALFABETO TRAPALHÃO ;LURDES BREDA
O ALFAIATE VALENTE;ANA OOM
O AMBIENTE;FRANÇOISE RASTOIN-FAUGERON
O AMOR DA MINHA VIDA;CLARE EMPSON
O AMOR E A AMIZADE;OSCAR BRENIFIER
O AMOR FAZ-TE MAL VALENTIM (LIVRO 2 CRÓNICAS VAMPIRO VALENTIM);ÁLVARO MAGALHÃES
O ANIVERSÁRIO DA ANNA;WALT DISNEY
O ANIVERSÁRIO DO BOB;DIANE REDMOND
O AQUÁRIO;JOÃO MÉSSEDER
O AQUÁRIO;JOÃO PEDRO MESSEDER
O AQUÁRIO;JOÃO PEDRO MÉSSEDER
O AR ESTÁ CHEIO DE VOZES;RAUL MALAQUIAS MARQUES
O ARCO-ÍRIS MÁGICO- EM BUSCA DO OURO DAS FADAS;SHIRLEY BARBER
O ASSALTO À ESTÁTUA DE OURO;GERONIMO STILTON
O AVIÃO QUE TINHA MEDO DAS ALTURAS;KATIA ANDRADE
O AVÔ CONTA... 365 HISTÓRIAS;JACQUELINE BOVY
O AVÔ TEM UMA BORRACHA NA CABEÇA;RUI ZINK
O BANDO DA MEIA-NOITE;DAVID WALLIAMS
O BANDO DAS CAVERNAS -  ALTAMENTE ;NUNO CARAVELA
O BANDO DAS CAVERNAS -  LOUCURA TOTAL;NUNO CARAVELA
O BANDO DAS CAVERNAS -  NA MAIOR HÁ DEZ MIL ANOS;NUNO CARAVELA
O BANDO DAS CAVERNAS -  PARA LÁ DO NEVOEIRO ;NUNO CARAVELA
O BANDO DAS CAVERNAS - 20 MIL GARGALHADAS SUBMARINAS;NUNO CARAVELA
O BANDO DAS CAVERNAS - AMIGOS NO FACEPEDRA;NUNO CARAVELA
O BANDO DAS CAVERNAS - AVENTURAS RADICAIS;NUNO CARAVELA
O BANDO DAS CAVERNAS - CONTOS;NUNO CARAVELA
O BANDO DAS CAVERNAS - EU VOU A MARTE;NUNO CARAVELA
O BANDO DAS CAVERNAS - LABIRINTO;NUNO CARAVELA
O BANDO DAS CAVERNAS - MISSÃO N.I.N.J.A.;NUNO CARAVELA
O BANDO DAS CAVERNAS - NA MAIOR HÁ DEZ MIL ANOS;NUNO CARAVELA
O BANDO DAS CAVERNAS - O MONSTRO MARINHO;NUNO CARAVELA
O BANDO DAS CAVERNAS - O REBELDE;NUNO CARAVELA
O BANDO DAS CAVERNAS - PIADAS COM DEZ MIL ANOS!;NUNO CARAVELA
O BANDO DAS CAVERNAS - SUPER FANTÁSTICOS!;NUNO CARAVELA
O BANDO DAS CAVERNAS - UM TIGRE NO QUARTO;NUNO CARAVELA
O BANDO DAS CAVERNAS - VALE JURÁSSICO;NUNO CARAVELA
O BANDO DAS CAVERNAS - VEM AI O OGIMA.;NUNO CARAVELA
O BANDO DAS CAVERNAS - VEM AÍ O OGIMA.;NUNO CARAVELA
O BANDO DAS CAVERNAS- 20 MIL GARGALHADAS SUBMARINAS;NUNO CARAVELA
O BANDO DAS CAVERNAS- A LENDA DOS PÍXEIS;NUNO CARAVELA
O BANDO DAS CAVERNAS- A LUA É UM QUEIJO;NUNO CARAVELA
O BANDO DAS CAVERNAS- AVENTURAS RADICAIS;NUNO CARAVELA
O BANDO DAS CAVERNAS- CÓDIGOS SECRETOS;NUNO CARAVELA
O BANDO DAS CAVERNAS- COMO TUDO COMEÇOU!;NUNO CARAVELA
O BANDO DAS CAVERNAS- DE LAGOS A LOULÉ COM SOPHIA;NUNO CARAVELA
O BANDO DAS CAVERNAS- DESAFIO ULTRA MEGA FIXE!;NUNO CARAVELA
O BANDO DAS CAVERNAS- EU VOU A MARTE!;NUNO CARAVELA
O BANDO DAS CAVERNAS- HERÓIS DO MUNDO - À PROCURA DE GRENDEL! OS VIKINGS;NUNO CARAVELA
O BANDO DAS CAVERNAS- HERÓIS DO MUNDO - O DESPERTAR DA MÚMIA;NUNO CARAVELA
O BANDO DAS CAVERNAS HERÓIS DO MUNDO 8 - O PLANETA DESCONHECIDO;NUNO CARAVELA
O BANDO DAS CAVERNAS- LABIRINTO;NUNO CARAVELA
O BANDO DAS CAVERNAS- LOUCURA TOTAL;NUNO CARAVELA
O BANDO DAS CAVERNAS- MÁQUINA GENIAL;NUNO CARAVELA
O BANDO DAS CAVERNAS- MISSÃO N.I.N.J.A.;NUNO CARAVELA
O BANDO DAS CAVERNAS- NA MAIOR HÁ DEZ MIL ANOS;NUNO CARAVELA
O BANDO DAS CAVERNAS- NINGUÉM TEM MEDO DO LOBO MAU!;NUNO CARAVELA
O BANDO DAS CAVERNAS- O JANTAR DOS MONSTROS;NUNO CARAVELA
O BANDO DAS CAVERNAS- O MISTÉRIO DA GATA CRISTY!;NUNO CARAVELA
O BANDO DAS CAVERNAS- O REBELDE;NUNO CARAVELA
O BANDO DAS CAVERNAS- O TZICK GIGANTE!;NUNO CARAVELA
O BANDO DAS CAVERNAS- SUPER FANTÁSTICOS!;NUNO CARAVELA
O BANDO DAS CAVERNAS- TODOS A BORDO! ;NUNO CARAVELA
O BANDO DAS CAVERNAS- UM TIGRE NO QUARTO;NUNO CARAVELA
O BANDO DAS CAVERNAS- UMA SELFIE NO POLO NORTE;NUNO CARAVELA
O BANDO DAS CAVERNAS- VALE JURÁSSICO ;NUNO CARAVELA
O BANDO DAS CAVERNAS- VEM AÍ O OGIMA;NUNO CARAVELA
O BANDO DAS CAVERNAS- VIAGEM NO TEMPO;NUNO CARAVELA
O BANDO DO BOSQUE;RENATA PIATKOWSKA
O BANDO DO BOSQUE- HÁ FESTA NA CLAREIRA ;RENATA PIQTKOWSKA
O BANDO DO MAR;JOANA M. LOPES
O BARBA AZUL ;CHARLES PERRAULT
O BARCO DE CHOCOLATE- CONTOS PARA CRIANÇAS E NÃO SÓ;CRISTINA NORTON
O BEIJO DA PALAVRINHA;MIA COUTO
O BLUSÃO DA SORTE DO GUALTER;DEBORAH HAUTZIG
O BOLINHA VAI À ESCOLA;ERIC HILL
O BOLO-REI;ANTÓNIO TORRADO
O BURRO DE BURIDAN;LUÍSA DUCLA SOARES
O BURRO E O CÃO;JEAN DE LA FONTAINE
O CAÇADOR DE PALAVRAS;JOSÉ JORGE LETRIA
O CALDO DE PEDRA;MARIA TERESA SANTOS SILVA
O CANTEIRO DOS LIVROS;JOSÉ JORGE LETRIA
O CANTEIRO DOS LIVROS ;JOSÉ JORGE LETRIA
O CANTO DOS BICHOS;LUÍSA DUCLA SOARES
O CÃO E O GATO;ANTÓNIO TORRADO
O CÃO ESPIÃO 2;ANDREVI COPE
O CÃO SIMÃO ;PIERRE CORAN
O CAPITÃO CUECAS E A SENSACIONAL SAGA DO SR. FEDOROVOSKY;DAV PILKEY
O CAPITÃO CUECAS E O ATAQUE DAS SANITAS FALANTES;DAV PILKEY
O CAPITÃO CUECAS E O TERRÍVEL REGRESSO DO PROFESSOR BORRACUECAS;DAV PILKEY
O CAPITÃO MIAU MIAU;JORGE COURELA
O CAPUCHINHO CINZENTO;MATILDE ROSA ARAÚJO
O CAPUCHINHO VERMELHO;CHARLES PERRAULT
O CAPUCHINHO VERMELHO;IRMÃOS GRIMM
O CAPUCHINHO VERMELHO;VÁRIOS
O CAPUCHINHO VERMELHO ;YOYO STUDIOS
O CAPUCHINHO VERMELHO NO SÉC. XXI;LUÍSA DUCLA SOARES
O CAPUCHINHO VERMELHO NO SÉCULO XXI;LUÍSA DUCLA SOARES
O CARACOL QUE VOAVA QUANDO A HANA CORAVA;JOANA ESPAIN
O CARACOL QUE VOAVA QUANDO A HANNA CORAVA;JOANA ESPAIN 
O CARNAVAL DOS ANIMAIS ;JOSÉ ANTÓNIO ABAD VARELA
O CARRINHO AVARIADO;WALT DISNEY
O CASO DO PATINHO DESAPARECIDO;LINDA HAYWARD
O CASO DO SACO;ERIC MANY
O CASTELO DAS 100 HISTÓRIAS;GERONIMO STILTON
O CASTELO DO LORDE AVARENTO ;GERONIMO STILTON
O CASTELO DOS LIVROS;MARIA TERESA MAIA GONZALEZ
O CASTELO VERDE;MARIA ISABEL DE MENDONÇA SOARES
O CATO QUER MIMOS;ANA VENTURA
O CAVALEIRO CORAGEM!;DELPHINE CHEDRU
O CAVALEIRO DA DINAMARCA;SOPHIA DE MELLO BREYNER ANDRESEN 
O CAVALEIRO PEQUENINO;RAFFAELLO BERGONSE
O CAVALEIRO, A MENSAGEM E OS ANANASES;DAN MILLER
O CAVALINHO DE PAU DO MENINO JESUS E OUTROS CONTOS DE NATAL;MANUEL ANTÓNIO PINA
O CAVALO E O SEU RAPAZ;C. S. LEWIS
O CÉU CAI-LHE EM CIMA DA CABEÇA ;ALBERT UDERZO
O CÉU DO XAVIER;MADALENA CORREIA DE MATOS
O CHAPÉU DA SORTE;GERARD VAN GEMERT
O CIRCO DAS PALAVRAS VOADORAS;ÁLVARO MAGALHÃES
O CIRCO NA LUA;ANDRÉ GAGO
O CLUBE DAS CHAVES- CUMPRE A MISSÃO;MARIA DO ROSÁRIO PEDREIRA ET AL
O CLUBE DOS CIENTISTAS - DE CABELOS EM PÉ;MARIA MACEDO
O CLUBE DOS CIENTISTAS - MISTÉRIO NO HOSPITAL;MARIA FRANCISCA MACEDO
O CLUBE DOS CIENTISTAS- CRIME NO EXPRESSO DO OCIDENTE;MARIA FRANCISCA MACEDO
O CLUBE DOS CIENTISTAS- OS CONTRABANDISTAS DE CRISTAIS;MARIA FRANCISCA MACEDO
O CLUBE DOS CIENTISTAS- PERIGO NA FLORESTA;MARIA FRANCISCA MACEDO
O COALA QUE FOI CAPAZ;RACHEL BRIGHT
O CÓDIGO DO DRAGÃO- 1.ª PARTE;TEA STILTON
O CÓDIGO SECRETO;SAMUEL MORSE
O COELHINHHO E A FORMIGA RABIGA MAIS A CABRA E A SUA BARRIGA;JOÃO PEDRO MÉSSEDER
O COELHINHO AFONSO;LUÍSA DUCLA SOARES
O COELHINHO AVARENTO;ISABEL RICARDO
O COELHINHO BRANCO;ANA OOM
O COELHINHO BRANCO;ANTÓNIO TORRADO
O COELHINHO BRANCO;XOSÉ BALLESTEROS
O COELHINHO DUDU;SANDRA FÉ FERNANDES
O COELHO E O URSO- MAS QUE COELHO ESQUISITO!;JULIAN GOUGH
O COELHO E O URSO- UMA CORUJA MUITO PERIGOSA;JULIAN GOUGH
O COLAR DE ESTRELAS;LÍDIA BORGES
O COLÉGIO DAS QUATRO TORRES;ENID BLYTON
O COLÉGIO DOS ANIMAIS MÁGICOS ;MARGIT AUER
O COMPUDADOR- APRENDE COM O RATO;CHRIS WARD-JOHNSON
O CORAÇÃO E A GARRAFA;OLIVER JEFFERS
O CORCUNDA DE NOTRE DAME;VICTOR HUGO
O CORCUNDA DE NOTRE DAME;WALT DISNEY
O CORPO HUMANO;MARÍA MAÑERU
O CORVO E A RAPOSA;ESOPO
O CROCODILO NINI;ANA MARIA MAGALHÃES E ISABEL ALÇADA
O CROCODILO QUE NÃO GOSTAVA DE ÁGUA;GEMMA MERINO
O CUQUEDO;CLARA CUNHA
O CUQUEDO E OS PEQUENOS APRENDIZES DO MEDO;CLARA CUNHA
O CUQUEDO E UM AMOR QUE METE MEDO;CLARA CUNHA
O DE OLGA;CATHERINE RAMBERT
O DESEJO DO PAI NATAL;KATJA REIDER
O DIA DE VERÃO PERFEITO DO OLAF;WALT DISNEY
O DIA DO TERRAMOTO;ANA MARIA MAGALHÃES E ISABEL ALÇADA
O DIA EM QUE A BARRIGA REBENTOU;JOSÉ FANHA
O DIA EM QUE A MAMÃ FICOU COM CARA DE CHALEIRA;RAQUEL SAIZ
O DIA EM QUE A MATA ARDEU;JOSÉ FANHA
O DIA EM QUE ESCAVEI O MEU TESOURO;RAFFAELLO BERGONSE
O DIA EM QUE ME TORNEI PÁSSARO;INGRID CHABBERT
O DIA EM QUE O MAR DESAPARECEU;JOSÉ FANHA
O DIA EM QUE OS LÁPIS DESISTIRAM;DREW DAYWALT
O DIA EM QUE OS LÁPIS VOLTARAM A CASA;DREW DAYWALT
O DIA EM QUE QUASE PERDEMOS O 5;ANA CRISTINA LUZ
O DIA ESPECIAL DO AVÔ PANOV;RUBEN SAILLENS
O DIA PERFEITO DO MICKEY;WALT DISNEY
O DIÁRIO DAS RAPARIGAS REBELDES;FRANCESCA CARVALLO
O DIÁRIO DE ANNE FRANK;ANNE FRANK
O DIÁRIO DE LISA BUM- AGENTE SECRETA EM AÇÃO;EMILY GALE
O DIARIO DE UM BANANA - A ÚLTIMA GOTA;JEFF KINNEY
O DIÁRIO DE UM BANANA - A ÚLTIMA GOTA;JEFF KINNEY
O DIÁRIO DE UM BANANA - A VERDADE NUA E CRUA;HELLEN WARD
O DIÁRIO DE UM BANANA - A VERDADE NUA E CRUA;JEAN DE LA FONTAINE
O DIÁRIO DE UM BANANA - A VERDADE NUA E CRUA;JEFF KINNEY
O DIÁRIO DE UM BANANA - A VERDADE NUA E CRUA;VANESSA NAMORA CAEIRO
O DIÁRIO DE UM BANANA - ARRASA OU BAZA!;JEFF KINNEY
O DIÁRIO DE UM BANANA - ARRASA OU BAZA! ;JEFF KINNEY
O DIÁRIO DE UM BANANA - ASSIM VAIS LONGE;JEFF KINNEY
O DIÁRIO DE UM BANANA - BATER NO FUNDO;JEFF KINNEY
O DIÁRIO DE UM BANANA - DANTES É QUE ERA;JEFF KINNEY
O DIÁRIO DE UM BANANA - DEMOLIÇÃO;JEFF KINNEY
O DIÁRIO DE UM BANANA - DEMOLIÇÃO ;JEFF KINNEY
O DIÁRIO DE UM BANANA - LIVRO 1;JEFF KINNEY
O DIÁRIO DE UM BANANA - O EMPLASTRO;JEFF KINNEY
O DIÁRIO DE UM BANANA - O RODRICK É TERRÍVEL;JEFF KINNEY
O DIÁRIO DE UM BANANA - ORA BOLAS!;JEFF KINNEY
O DIÁRIO DE UM BANANA - PÕE-TE A MILHAS!;JEFF KINNEY
O DIÁRIO DE UM BANANA - QUEBRA TUDO!;JEFF KINNEY
O DIÁRIO DE UM BANANA - TIREM-ME DAQUI;JEFF KINNEY
O DIÁRIO DE UM BANANA - TIREM-ME DAQUI!;JEFF KINNEY
O DIÁRIO DE UM BANANA - TOQUE DE QUEIJO ;JEFF KINNEY
O DIÁRIO DE UM BANANA - TUDO OU NADA;JEFF KINNEY
O DIÁRIO DE UM BANANA - TUDO OU NADA;LA FONTAINE
O DIÁRIO DE UM BANANA - TUDO OU NADA;VANESSA NAMORA CAEIRO
O DIÁRIO DE UM BANANA - UM DIA DE CÃO;JEFF KINNEY
O DIÁRIO DE UM BANANA - UM ROMANCE COM CARTOONS ;JEFF KINNEY
O DIÁRIO DE UM BANANA - VAI TUDO ABAIXO;JEFF KINNEY
O DIÁRIO DE UM BANANA- A ÚLTIMA GOTA;JEFF KINNEY
O DIÁRIO DE UM BANANA- A VERDADE NUA E CRUA;JEFF KINNEY
O DIÁRIO DE UM BANANA- ARRASA OU BAZA! ;JEFF KINNEY
O DIÁRIO DE UM BANANA- ASSIM VAIS LONGE;JEFF KINNEY
O DIÁRIO DE UM BANANA- BATER NO FUNDO;JEFF KINNEY
O DIÁRIO DE UM BANANA- DANTES É QUE ERA;JEFF KINNEY
O DIÁRIO DE UM BANANA- DE-MO-LI-ÇÃO ;JEFF KINNEY
O DIÁRIO DE UM BANANA- O EMPLASTRO;JEFF KINNEY
O DIÁRIO DE UM BANANA- O RODRICK É TERRÍVEL ;JEFF KINNEY
O DIÁRIO DE UM BANANA- PÕE-TE A MILHAS!;JEFF KINNEY
O DIÁRIO DE UM BANANA- PÕE-TE A MILHAS! ;JEFF KINNEY
O DIÁRIO DE UM BANANA- TIREM-ME DAQUI!;JEFF KINNEY
O DIÁRIO DE UM BANANA- TOQUE DO QUEIJO;JEFF KINNEY
O DIÁRIO DE UM BANANA- TUDO OU NADA;JEFF KINNEY
O DIÁRIO DE UM BANANA- UM DIA DE CÃO;JEFF KINNEY
O DIÁRIO DE UM BANANA- VAI TUDO ABAIXO;JEFF KINNEY
O DIÁRIO DE UM MINECRAFTER - PRESO NO MINECRAFT!;MINECRAFTY FAMILY
O DIÁRIO DE UM NINJA NA ESCOLA - A ASCENSÃO DOS NINJAS VERMELHOS;MARCUS EMERSON E NOAH CHILD
O DIÁRIO PERDIDO DE GRAVITY FALLS;WALT DISNEY
O DIÁRIO SECRETO DA COLETTE;TEA STILTON
O DIÁRIO SECRETO DA ELSA - FROZEN;WALT DISNEY
O DICIONÁRIO DO MENINO ANDERSEN;GONÇALO M. TAVARES
O DINOSSAURO;MANUELA BACELAR
O DIOGO QUER SER FUTEBOLISTA ;FRANCISCO FERNANDES.
O DOCE MUNDO DA RITA ;PAULA KLOSE ET AL
O DOUTOR GRILO;CARLOS NUNO GRANJA
O DRAGÃO;LUÍSA DUCLA SOARES
O DRAGÃO COM CORAÇÃO DE CHOCOLATE;STEPHANIE BURGIS
O DRAGÃO DAS MIL FLORES ;NICOLETTA COSTA
O DRAGÃO QUE QUERIA SER BOMBEIRO ;CÍNTIA PALMEIRA
O DRAGÃO RABUGENTO;KATY SLEIGHT
O DRAGÃO TRAPALHÃO;ISABEL RICARDO
O DUENDE DA MERCEARIA;HANS CHRISTIAN ANDERSEN
O DUENDE QUE CAIU DA LUA;RITA MIRA
O EGAS DESARRUMADO;JIM HENSON
O ELEFANTE COR-DE-ROSA;LUÍSA DUCLA SOARES
